,midx1,midx2,midx3,midx4,midx5,midx6,midx7,midx8,midx9,midx10,midx11,midx12,midx13,midx14,midx15,midx16,midx17,midx18,midx19,midx20,midx21,midx22,midx23,midx24,midx25,midx26,midx27,midx28,midx29,midx30,midy1,midy2,midy3,midy4,midy5,midy6,midy7,midy8,midy9,midy10,midy11,midy12,midy13,midy14,midy15,midy16,midy17,midy18,midy19,midy20,midy21,midy22,midy23,midy24,midy25,midy26,midy27,midy28,midy29,midy30
55,,,,,,,,,,,,,-0.07,,,,,,,0.07,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,,0.09,-0.09,,,,,,,,,
56,,,,,,,,,,,,,,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,0.07,,,,,
57,,,-0.07,-0.08,,,,,,-0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,0.07,,,,,,,,,,,,,,,,,,-0.08,,,
58,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,0.060000000000000005,,-0.09,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,-0.08,,,,,,,0.1,,,,,,-0.060000000000000005,,,,,,,,,,
60,,,,,,-0.09,,,,,,,,,,,,,,,,,,0.1,,,,0.060000000000000005,,0.1,,-0.07,,0.08,,-0.08,,0.060000000000000005,,,,-0.08,0.08,,,,,,,,,,,,0.07,,,,,
61,,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,
62,,,,,,,,,,,,,,,-0.060000000000000005,,,,,,,,,0.07,,,,,,,,-0.060000000000000005,,-0.07,,,,,-0.060000000000000005,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,0.07,,,,,,,,,,0.09,,,,,,,,,,,0.060000000000000005,,,,,,,,,0.08,,,,0.060000000000000005,0.08,,,,0.08,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,,,,,,,-0.060000000000000005,,,,,,,,,
65,,,,,,,,,,,,,,-0.060000000000000005,-0.08,,,,-0.07,,,,,,,,,,,0.09,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,-0.07,,
66,,,,,,,,,,,-0.07,,,,,,,,,,,,-0.1,,,,,,,,,,,-0.1,,0.060000000000000005,0.08,,,,,,,,,,,,,,,,,0.060000000000000005,,,-0.07,,,
67,,,,,,,,,0.08,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.07,,,,,,,-0.07,,0.07,,,,,,-0.07,,,,
68,,,,,,,,,0.08,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,
69,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,-0.1,,,,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,0.060000000000000005,,,
70,,,,0.08,,,0.07,-0.08,,,,,,,,,,,,,0.060000000000000005,,,,0.09,,,,,,,,,,0.07,,,,,,,,,,,,,,0.1,,,,,,,,,,,
71,,,,,,,,,,,,,,,,0.1,,0.060000000000000005,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,
72,,-0.08,,-0.08,,,,,,,,0.07,,,,,,,,,,,,,,,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,
73,,,,,,,,,,,,,,,,,,0.09,,,,,,,,-0.060000000000000005,,,,,,,-0.07,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,0.060000000000000005,,,-0.09,,,,,,,,,,,,,,,,,,,,-0.08,,-0.08,,,-0.060000000000000005,,,,,,-0.07,,,,,,,-0.09,,,
75,,,,0.09,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,-0.060000000000000005,,,,,-0.07,,,,,,,,-0.060000000000000005,,,,,-0.060000000000000005,,
76,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,0.07,,,,,,,,,,0.08,,,,,,,,,0.060000000000000005,,0.09,,,,,,-0.09,,0.07,
77,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,0.08,-0.07,,,,-0.07,,,-0.1,,,,,,,-0.1,,,,,
78,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,-0.09,,,,,,,,,,,-0.07,,,,,,,,,,,0.09,,,,
79,,,,,-0.08,,,,,,,-0.08,,,,,,,,,,,,,,,,,0.07,-0.08,,,,,,,,,,,,,,,0.060000000000000005,,,,,,,0.07,,-0.1,,,,,,
80,,,,,,,0.09,,,,-0.08,,,-0.1,,,,,,,,,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,0.060000000000000005,,,,,,,0.08,,
81,,,-0.09,,0.09,,-0.08,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,-0.07,,,,,,,,,,,,,,-0.1
82,,,,,,,,,,,,,,,,,,,,,,,-0.060000000000000005,,,0.1,,,,,,,,,,,,-0.060000000000000005,-0.09,,-0.09,,,,,,,,,,,,,,,,,,,
83,,-0.060000000000000005,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,-0.07,,-0.060000000000000005,,,,,,,,,,,,,0.060000000000000005,,0.08,,,,,,,
84,,,,,,,,,-0.09,,,,-0.060000000000000005,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,,-0.09,0.060000000000000005,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,-0.08,,
86,,,-0.07,,,,,,,,,,,,,,,,,0.060000000000000005,,0.08,,,,,,,,-0.060000000000000005,,,,,,,,,,,,,,,-0.08,,,,,0.060000000000000005,-0.09,,,-0.07,,,,,,
87,,,,,,,0.060000000000000005,,,,,,,,,,,,,,,,,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,-0.060000000000000005,,,,,,,,,0.1,,-0.07,,,,
88,,,,,,0.1,,,,,,,,,,,,,,,-0.060000000000000005,,,,,,,,,,,,,0.09,,,,,,,,0.09,,,,,0.09,,,,,,,0.09,,,,,,
89,,,,,,,,,,,,,,,,-0.08,,,0.09,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,-0.07,,,,-0.060000000000000005,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,-0.060000000000000005,,,,,,,,,,,,,,,0.09
91,,,,,,,,,,,,,,,,,,-0.07,,,,-0.060000000000000005,,,,-0.09,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,-0.07,,,,-0.08,,,,,,,,,-0.09,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,0.1
93,,,,,,,-0.09,,,,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060000000000000005,,,,,0.07,0.08,,,,,,,,,
94,,,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,0.060000000000000005,,,,,
95,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,-0.07,,,,,,-0.07,,,,,,,,,,,,,,,,,,,,,-0.07,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,0.060000000000000005,,,,,,-0.08,,,,,,,,,,,,,-0.060000000000000005,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,0.060000000000000005,,,,,,,,,,,,,-0.1,,,-0.08,0.09,,,,,,,,,,,
98,,,,,,,,,,,,,,,0.07,,,0.07,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,0.09,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,-0.060000000000000005,,,,,,,,,,,,-0.060000000000000005,-0.07,,,,,,,,,,,,,,,,,,,,,0.060000000000000005,,,,
101,,,,,,,,,,0.09,,-0.060000000000000005,,,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,-0.08,,0.09,,,,,,,,,0.09,-0.07,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,-0.060000000000000005,,,
103,,,,,,,,,0.09,,-0.08,,,,,,,,,,-0.08,,,-0.07,,,,,,,,,,,0.07,,,,,,,,,,,,,,0.07,,,,,,,,,-0.060000000000000005,,
104,,,,0.09,,,,,,,-0.07,,,,,,,,,,,,,,,0.060000000000000005,,0.060000000000000005,-0.09,,,,,,,,,0.08,,,,-0.060000000000000005,,,-0.1,,,,,,,,,,,,-0.09,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,-0.09,,,,0.07,,,,,,,,,,,,,,,,,,,-0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,-0.060000000000000005,,,,-0.060000000000000005,
107,,,,,,,,,,,,,,0.09,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,0.09,,,,,,,,,,
108,,,-0.09,,,,,,,,-0.08,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,-0.09,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,0.09,,-0.09,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,-0.08
110,,0.060000000000000005,,,,,,,,,-0.08,,0.09,,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,0.07,,,,,0.08,,,,,,,,,,,0.07,,
111,,,,,,,,,,,-0.07,,,,,,,-0.07,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,-0.060000000000000005,,,,,,,,,,,,,,
112,,,,,,0.1,,,,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,0.060000000000000005,,,,-0.060000000000000005,,,,,,,,,,,,,-0.07,,,,,,,
113,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,-0.08,,-0.060000000000000005,,,0.07,,,,,,,,,,0.07,
114,,,,,,-0.09,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,-0.07,,,-0.08,,,,,,,,,0.08,,,,,
115,,,,,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,,,-0.08,,0.1,-0.060000000000000005,,,,,,,,,,,,,,,,,,0.08,
116,,,,,,-0.09,-0.07,,,,,,,,,,,,,-0.08,,,,,,,0.07,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,,,,-0.08
118,,-0.09,,,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,
119,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,
120,,,,,,,-0.09,,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,-0.060000000000000005,-0.09,,,,,-0.08,0.1,,,,,,,,,,,-0.07,,,,,,,,,0.09,,,0.08,,,0.07,,,,,,,,,,,,-0.07,,,,,,,
122,,,,,-0.09,,,,,,,,,,-0.060000000000000005,,-0.07,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
123,,,,,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,
124,,,,,0.08,,,,,,,,-0.09,,,,,,,,,,,,,,,0.09,-0.060000000000000005,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,
125,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,,,,,
126,,,-0.060000000000000005,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,
127,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,0.060000000000000005,,,,,,,,,,-0.1,,,,,-0.08,,,,,,,,-0.060000000000000005,,,,,,,,,,,,,,-0.09,
129,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,0.08,0.08,,,,,,,,0.07,,,,,,,,,,,-0.060000000000000005,,,,,,,,0.07,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,-0.09,,,,-0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,-0.09,,,0.060000000000000005,,,,,,,,,,,
132,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,0.07,,-0.07,,-0.060000000000000005,,,,,,,-0.08,,,,,,,,-0.09,,
133,,,,,,,,0.1,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,0.07,,,,,-0.07,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,0.060000000000000005,,,-0.07,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,0.060000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.060000000000000005,,,,
136,,0.08,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,0.060000000000000005,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,-0.060000000000000005,,,,,,,,,0.09,,,,,,,-0.07,,0.09,,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.060000000000000005,,,,,,
